Ngay_thang_nam,Nam,Thang,Ngay,H
2017-01-01,2017,1,1,43.0
2017-01-02,2017,1,2,40.0
2017-01-03,2017,1,3,35.0
2017-01-04,2017,1,4,30.0
2017-01-05,2017,1,5,27.0
2017-01-06,2017,1,6,20.0
2017-01-07,2017,1,7,8.0
2017-01-08,2017,1,8,2.0
2017-01-09,2017,1,9,13.0
2017-01-10,2017,1,10,17.0
2017-01-11,2017,1,11,29.0
2017-01-12,2017,1,12,71.0
2017-01-13,2017,1,13,108.0
2017-01-14,2017,1,14,122.0
2017-01-15,2017,1,15,124.0
2017-01-16,2017,1,16,111.0
2017-01-17,2017,1,17,98.0
2017-01-18,2017,1,18,80.0
2017-01-19,2017,1,19,63.0
2017-01-20,2017,1,20,50.0
2017-01-21,2017,1,21,39.0
2017-01-22,2017,1,22,41.0
2017-01-23,2017,1,23,52.0
2017-01-24,2017,1,24,54.0
2017-01-25,2017,1,25,60.0
2017-01-26,2017,1,26,70.0
2017-01-27,2017,1,27,75.0
2017-01-28,2017,1,28,76.0
2017-01-29,2017,1,29,71.0
2017-01-30,2017,1,30,63.0
2017-01-31,2017,1,31,56.0
2017-02-01,2017,2,1,44.0
2017-02-02,2017,2,2,42.0
2017-02-03,2017,2,3,33.0
2017-02-04,2017,2,4,36.0
2017-02-05,2017,2,5,34.0
2017-02-06,2017,2,6,48.0
2017-02-07,2017,2,7,63.0
2017-02-08,2017,2,8,80.0
2017-02-09,2017,2,9,85.0
2017-02-10,2017,2,10,79.0
2017-02-11,2017,2,11,77.0
2017-02-12,2017,2,12,72.0
2017-02-13,2017,2,13,66.0
2017-02-14,2017,2,14,57.0
2017-02-15,2017,2,15,50.0
2017-02-16,2017,2,16,47.0
2017-02-17,2017,2,17,45.0
2017-02-18,2017,2,18,29.0
2017-02-19,2017,2,19,20.0
2017-02-20,2017,2,20,37.0
2017-02-21,2017,2,21,47.0
2017-02-22,2017,2,22,48.0
2017-02-23,2017,2,23,45.0
2017-02-24,2017,2,24,43.0
2017-02-25,2017,2,25,34.0
2017-02-26,2017,2,26,32.0
2017-02-27,2017,2,27,32.0
2017-02-28,2017,2,28,31.0
2017-03-01,2017,3,1,26.0
2017-03-02,2017,3,2,15.0
2017-03-03,2017,3,3,16.0
2017-03-04,2017,3,4,17.0
2017-03-05,2017,3,5,23.0
2017-03-06,2017,3,6,28.0
2017-03-07,2017,3,7,25.0
2017-03-08,2017,3,8,33.0
2017-03-09,2017,3,9,46.0
2017-03-10,2017,3,10,54.0
2017-03-11,2017,3,11,55.0
2017-03-12,2017,3,12,53.0
2017-03-13,2017,3,13,53.0
2017-03-14,2017,3,14,53.0
2017-03-15,2017,3,15,44.0
2017-03-16,2017,3,16,38.0
2017-03-17,2017,3,17,42.0
2017-03-18,2017,3,18,40.0
2017-03-19,2017,3,19,40.0
2017-03-20,2017,3,20,44.0
2017-03-21,2017,3,21,44.0
2017-03-22,2017,3,22,46.0
2017-03-23,2017,3,23,42.0
2017-03-24,2017,3,24,39.0
2017-03-25,2017,3,25,40.0
2017-03-26,2017,3,26,39.0
2017-03-27,2017,3,27,38.0
2017-03-28,2017,3,28,43.0
2017-03-29,2017,3,29,43.0
2017-03-30,2017,3,30,32.0
2017-03-31,2017,3,31,26.0
2017-04-01,2017,4,1,29.0
2017-04-02,2017,4,2,42.0
2017-04-03,2017,4,3,56.0
2017-04-04,2017,4,4,58.0
2017-04-05,2017,4,5,54.0
2017-04-06,2017,4,6,48.0
2017-04-07,2017,4,7,42.0
2017-04-08,2017,4,8,34.0
2017-04-09,2017,4,9,30.0
2017-04-10,2017,4,10,25.0
2017-04-11,2017,4,11,16.0
2017-04-12,2017,4,12,9.0
2017-04-13,2017,4,13,1.0
2017-04-14,2017,4,14,1.0
2017-04-15,2017,4,15,10.0
2017-04-16,2017,4,16,20.0
2017-04-17,2017,4,17,27.0
2017-04-18,2017,4,18,32.0
2017-04-19,2017,4,19,38.0
2017-04-20,2017,4,20,37.0
2017-04-21,2017,4,21,32.0
2017-04-22,2017,4,22,46.0
2017-04-23,2017,4,23,56.0
2017-04-24,2017,4,24,61.0
2017-04-25,2017,4,25,57.0
2017-04-26,2017,4,26,46.0
2017-04-27,2017,4,27,45.0
2017-04-28,2017,4,28,60.0
2017-04-29,2017,4,29,66.0
2017-04-30,2017,4,30,65.0
2017-05-01,2017,5,1,65.0
2017-05-02,2017,5,2,63.0
2017-05-03,2017,5,3,53.0
2017-05-04,2017,5,4,43.0
2017-05-05,2017,5,5,31.0
2017-05-06,2017,5,6,15.0
2017-05-07,2017,5,7,13.0
2017-05-08,2017,5,8,15.0
2017-05-09,2017,5,9,21.0
2017-05-10,2017,5,10,23.0
2017-05-11,2017,5,11,28.0
2017-05-12,2017,5,12,40.0
2017-05-13,2017,5,13,53.0
2017-05-14,2017,5,14,65.0
2017-05-15,2017,5,15,70.0
2017-05-16,2017,5,16,67.0
2017-05-17,2017,5,17,61.0
2017-05-18,2017,5,18,55.0
2017-05-19,2017,5,19,55.0
2017-05-20,2017,5,20,60.0
2017-05-21,2017,5,21,64.0
2017-05-22,2017,5,22,60.0
2017-05-23,2017,5,23,54.0
2017-05-24,2017,5,24,49.0
2017-05-25,2017,5,25,54.0
2017-05-26,2017,5,26,60.0
2017-05-27,2017,5,27,63.0
2017-05-28,2017,5,28,63.0
2017-05-29,2017,5,29,67.0
2017-05-30,2017,5,30,69.0
2017-05-31,2017,5,31,64.0
2017-06-01,2017,6,1,57.0
2017-06-02,2017,6,2,41.0
2017-06-03,2017,6,3,19.0
2017-06-04,2017,6,4,4.0
2017-06-05,2017,6,5,-2.0
2017-06-06,2017,6,6,-1.0
2017-06-07,2017,6,7,9.0
2017-06-08,2017,6,8,28.0
2017-06-09,2017,6,9,55.0
2017-06-10,2017,6,10,70.0
2017-06-11,2017,6,11,72.0
2017-06-12,2017,6,12,73.0
2017-06-13,2017,6,13,66.0
2017-06-14,2017,6,14,70.0
2017-06-15,2017,6,15,71.0
2017-06-16,2017,6,16,66.0
2017-06-17,2017,6,17,56.0
2017-06-18,2017,6,18,53.0
2017-06-19,2017,6,19,54.0
2017-06-20,2017,6,20,62.0
2017-06-21,2017,6,21,68.0
2017-06-22,2017,6,22,79.0
2017-06-23,2017,6,23,99.0
2017-06-24,2017,6,24,109.0
2017-06-25,2017,6,25,127.0
2017-06-26,2017,6,26,173.0
2017-06-27,2017,6,27,190.0
2017-06-28,2017,6,28,185.0
2017-06-29,2017,6,29,187.0
2017-06-30,2017,6,30,204.0
2017-07-01,2017,7,1,212.0
2017-07-02,2017,7,2,205.0
2017-07-03,2017,7,3,186.0
2017-07-04,2017,7,4,159.0
2017-07-05,2017,7,5,145.0
2017-07-06,2017,7,6,163.0
2017-07-07,2017,7,7,179.0
2017-07-08,2017,7,8,215.0
2017-07-09,2017,7,9,275.0
2017-07-10,2017,7,10,275.0
2017-07-11,2017,7,11,252.0
2017-07-12,2017,7,12,240.0
2017-07-13,2017,7,13,241.0
2017-07-14,2017,7,14,243.0
2017-07-15,2017,7,15,240.0
2017-07-16,2017,7,16,265.0
2017-07-17,2017,7,17,325.0
2017-07-18,2017,7,18,481.0
2017-07-19,2017,7,19,531.0
2017-07-20,2017,7,20,534.0
2017-07-21,2017,7,21,536.0
2017-07-22,2017,7,22,533.0
2017-07-23,2017,7,23,507.0
2017-07-24,2017,7,24,472.0
2017-07-25,2017,7,25,439.0
2017-07-26,2017,7,26,407.0
2017-07-27,2017,7,27,375.0
2017-07-28,2017,7,28,351.0
2017-07-29,2017,7,29,328.0
2017-07-30,2017,7,30,291.0
2017-07-31,2017,7,31,245.0
2017-08-01,2017,8,1,280.0
2017-08-02,2017,8,2,313.0
2017-08-03,2017,8,3,311.0
2017-08-04,2017,8,4,304.0
2017-08-05,2017,8,5,300.0
2017-08-06,2017,8,6,301.0
2017-08-07,2017,8,7,298.0
2017-08-08,2017,8,8,289.0
2017-08-09,2017,8,9,272.0
2017-08-10,2017,8,10,240.0
2017-08-11,2017,8,11,204.0
2017-08-12,2017,8,12,168.0
2017-08-13,2017,8,13,131.0
2017-08-14,2017,8,14,100.0
2017-08-15,2017,8,15,115.0
2017-08-16,2017,8,16,173.0
2017-08-17,2017,8,17,243.0
2017-08-18,2017,8,18,305.0
2017-08-19,2017,8,19,343.0
2017-08-20,2017,8,20,332.0
2017-08-21,2017,8,21,313.0
2017-08-22,2017,8,22,291.0
2017-08-23,2017,8,23,269.0
2017-08-24,2017,8,24,259.0
2017-08-25,2017,8,25,251.0
2017-08-26,2017,8,26,252.0
2017-08-27,2017,8,27,251.0
2017-08-28,2017,8,28,240.0
2017-08-29,2017,8,29,231.0
2017-08-30,2017,8,30,238.0
2017-08-31,2017,8,31,250.0
2017-09-01,2017,9,1,254.0
2017-09-02,2017,9,2,243.0
2017-09-03,2017,9,3,225.0
2017-09-04,2017,9,4,207.0
2017-09-05,2017,9,5,191.0
2017-09-06,2017,9,6,174.0
2017-09-07,2017,9,7,159.0
2017-09-08,2017,9,8,149.0
2017-09-09,2017,9,9,144.0
2017-09-10,2017,9,10,182.0
2017-09-11,2017,9,11,230.0
2017-09-12,2017,9,12,244.0
2017-09-13,2017,9,13,242.0
2017-09-14,2017,9,14,242.0
2017-09-15,2017,9,15,236.0
2017-09-16,2017,9,16,309.0
2017-09-17,2017,9,17,416.0
2017-09-18,2017,9,18,435.0
2017-09-19,2017,9,19,431.0
2017-09-20,2017,9,20,431.0
2017-09-21,2017,9,21,436.0
2017-09-22,2017,9,22,411.0
2017-09-23,2017,9,23,383.0
2017-09-24,2017,9,24,355.0
2017-09-25,2017,9,25,331.0
2017-09-26,2017,9,26,316.0
2017-09-27,2017,9,27,303.0
2017-09-28,2017,9,28,289.0
2017-09-29,2017,9,29,270.0
2017-09-30,2017,9,30,254.0
2017-10-01,2017,10,1,238.0
2017-10-02,2017,10,2,223.0
2017-10-03,2017,10,3,217.0
2017-10-04,2017,10,4,239.0
2017-10-05,2017,10,5,273.0
2017-10-06,2017,10,6,291.0
2017-10-07,2017,10,7,298.0
2017-10-08,2017,10,8,301.0
2017-10-09,2017,10,9,297.0
2017-10-10,2017,10,10,341.0
2017-10-11,2017,10,11,507.0
2017-10-12,2017,10,12,595.0
2017-10-13,2017,10,13,617.0
2017-10-14,2017,10,14,617.0
2017-10-15,2017,10,15,604.0
2017-10-16,2017,10,16,579.0
2017-10-17,2017,10,17,549.0
2017-10-18,2017,10,18,513.0
2017-10-19,2017,10,19,483.0
2017-10-20,2017,10,20,458.0
2017-10-21,2017,10,21,434.0
2017-10-22,2017,10,22,414.0
2017-10-23,2017,10,23,394.0
2017-10-24,2017,10,24,377.0
2017-10-25,2017,10,25,357.0
2017-10-26,2017,10,26,338.0
2017-10-27,2017,10,27,318.0
2017-10-28,2017,10,28,291.0
2017-10-29,2017,10,29,267.0
2017-10-30,2017,10,30,237.0
2017-10-31,2017,10,31,207.0
2017-11-01,2017,11,1,185.0
2017-11-02,2017,11,2,161.0
2017-11-03,2017,11,3,132.0
2017-11-04,2017,11,4,112.0
2017-11-05,2017,11,5,109.0
2017-11-06,2017,11,6,108.0
2017-11-07,2017,11,7,107.0
2017-11-08,2017,11,8,105.0
2017-11-09,2017,11,9,104.0
2017-11-10,2017,11,10,109.0
2017-11-11,2017,11,11,109.0
2017-11-12,2017,11,12,104.0
2017-11-13,2017,11,13,98.0
2017-11-14,2017,11,14,91.0
2017-11-15,2017,11,15,77.0
2017-11-16,2017,11,16,65.0
2017-11-17,2017,11,17,62.0
2017-11-18,2017,11,18,63.0
2017-11-19,2017,11,19,59.0
2017-11-20,2017,11,20,61.0
2017-11-21,2017,11,21,65.0
2017-11-22,2017,11,22,67.0
2017-11-23,2017,11,23,64.0
2017-11-24,2017,11,24,59.0
2017-11-25,2017,11,25,56.0
2017-11-26,2017,11,26,57.0
2017-11-27,2017,11,27,53.0
2017-11-28,2017,11,28,55.0
2017-11-29,2017,11,29,53.0
2017-11-30,2017,11,30,45.0
2017-12-01,2017,12,1,37.0
2017-12-02,2017,12,2,46.0
2017-12-03,2017,12,3,56.0
2017-12-04,2017,12,4,56.0
2017-12-05,2017,12,5,53.0
2017-12-06,2017,12,6,59.0
2017-12-07,2017,12,7,71.0
2017-12-08,2017,12,8,77.0
2017-12-09,2017,12,9,76.0
2017-12-10,2017,12,10,70.0
2017-12-11,2017,12,11,61.0
2017-12-12,2017,12,12,45.0
2017-12-13,2017,12,13,39.0
2017-12-14,2017,12,14,46.0
2017-12-15,2017,12,15,47.0
2017-12-16,2017,12,16,42.0
2017-12-17,2017,12,17,34.0
2017-12-18,2017,12,18,33.0
2017-12-19,2017,12,19,32.0
2017-12-20,2017,12,20,31.0
2017-12-21,2017,12,21,36.0
2017-12-22,2017,12,22,46.0
2017-12-23,2017,12,23,48.0
2017-12-24,2017,12,24,42.0
2017-12-25,2017,12,25,31.0
2017-12-26,2017,12,26,33.0
2017-12-27,2017,12,27,34.0
2017-12-28,2017,12,28,34.0
2017-12-29,2017,12,29,32.0
2017-12-30,2017,12,30,37.0
2017-12-31,2017,12,31,42.0
2018-01-01,2018,1,1,56.0
2018-01-02,2018,1,2,64.0
2018-01-03,2018,1,3,66.0
2018-01-04,2018,1,4,69.0
2018-01-05,2018,1,5,69.0
2018-01-06,2018,1,6,65.0
2018-01-07,2018,1,7,61.0
2018-01-08,2018,1,8,56.0
2018-01-09,2018,1,9,34.0
2018-01-10,2018,1,10,10.0
2018-01-11,2018,1,11,12.0
2018-01-12,2018,1,12,22.0
2018-01-13,2018,1,13,29.0
2018-01-14,2018,1,14,36.0
2018-01-15,2018,1,15,38.0
2018-01-16,2018,1,16,37.0
2018-01-17,2018,1,17,33.0
2018-01-18,2018,1,18,28.0
2018-01-19,2018,1,19,29.0
2018-01-20,2018,1,20,33.0
2018-01-21,2018,1,21,37.0
2018-01-22,2018,1,22,34.0
2018-01-23,2018,1,23,30.0
2018-01-24,2018,1,24,29.0
2018-01-25,2018,1,25,31.0
2018-01-26,2018,1,26,30.0
2018-01-27,2018,1,27,42.0
2018-01-28,2018,1,28,53.0
2018-01-29,2018,1,29,54.0
2018-01-30,2018,1,30,49.0
2018-01-31,2018,1,31,49.0
2018-02-01,2018,2,1,50.0
2018-02-02,2018,2,2,47.0
2018-02-03,2018,2,3,47.0
2018-02-04,2018,2,4,52.0
2018-02-05,2018,2,5,46.0
2018-02-06,2018,2,6,30.0
2018-02-07,2018,2,7,30.0
2018-02-08,2018,2,8,27.0
2018-02-09,2018,2,9,36.0
2018-02-10,2018,2,10,44.0
2018-02-11,2018,2,11,47.0
2018-02-12,2018,2,12,44.0
2018-02-13,2018,2,13,45.0
2018-02-14,2018,2,14,54.0
2018-02-15,2018,2,15,56.0
2018-02-16,2018,2,16,52.0
2018-02-17,2018,2,17,44.0
2018-02-18,2018,2,18,40.0
2018-02-19,2018,2,19,37.0
2018-02-20,2018,2,20,28.0
2018-02-21,2018,2,21,23.0
2018-02-22,2018,2,22,29.0
2018-02-23,2018,2,23,34.0
2018-02-24,2018,2,24,40.0
2018-02-25,2018,2,25,44.0
2018-02-26,2018,2,26,54.0
2018-02-27,2018,2,27,62.0
2018-02-28,2018,2,28,70.0
2018-03-01,2018,3,1,70.0
2018-03-02,2018,3,2,65.0
2018-03-03,2018,3,3,59.0
2018-03-04,2018,3,4,53.0
2018-03-05,2018,3,5,38.0
2018-03-06,2018,3,6,16.0
2018-03-07,2018,3,7,13.0
2018-03-08,2018,3,8,17.0
2018-03-09,2018,3,9,15.0
2018-03-10,2018,3,10,24.0
2018-03-11,2018,3,11,34.0
2018-03-12,2018,3,12,32.0
2018-03-13,2018,3,13,26.0
2018-03-14,2018,3,14,19.0
2018-03-15,2018,3,15,19.0
2018-03-16,2018,3,16,22.0
2018-03-17,2018,3,17,23.0
2018-03-18,2018,3,18,29.0
2018-03-19,2018,3,19,47.0
2018-03-20,2018,3,20,47.0
2018-03-21,2018,3,21,36.0
2018-03-22,2018,3,22,30.0
2018-03-23,2018,3,23,24.0
2018-03-24,2018,3,24,26.0
2018-03-25,2018,3,25,28.0
2018-03-26,2018,3,26,23.0
2018-03-27,2018,3,27,19.0
2018-03-28,2018,3,28,18.0
2018-03-29,2018,3,29,18.0
2018-03-30,2018,3,30,18.0
2018-03-31,2018,3,31,19.0
2018-04-01,2018,4,1,21.0
2018-04-02,2018,4,2,21.0
2018-04-03,2018,4,3,16.0
2018-04-04,2018,4,4,12.0
2018-04-05,2018,4,5,13.0
2018-04-06,2018,4,6,25.0
2018-04-07,2018,4,7,27.0
2018-04-08,2018,4,8,41.0
2018-04-09,2018,4,9,54.0
2018-04-10,2018,4,10,46.0
2018-04-11,2018,4,11,36.0
2018-04-12,2018,4,12,30.0
2018-04-13,2018,4,13,26.0
2018-04-14,2018,4,14,19.0
2018-04-15,2018,4,15,21.0
2018-04-16,2018,4,16,21.0
2018-04-17,2018,4,17,25.0
2018-04-18,2018,4,18,33.0
2018-04-19,2018,4,19,34.0
2018-04-20,2018,4,20,36.0
2018-04-21,2018,4,21,42.0
2018-04-22,2018,4,22,44.0
2018-04-23,2018,4,23,40.0
2018-04-24,2018,4,24,32.0
2018-04-25,2018,4,25,32.0
2018-04-26,2018,4,26,70.0
2018-04-27,2018,4,27,97.0
2018-04-28,2018,4,28,143.0
2018-04-29,2018,4,29,158.0
2018-04-30,2018,4,30,148.0
2018-05-01,2018,5,1,127.0
2018-05-02,2018,5,2,110.0
2018-05-03,2018,5,3,106.0
2018-05-04,2018,5,4,118.0
2018-05-05,2018,5,5,122.0
2018-05-06,2018,5,6,125.0
2018-05-07,2018,5,7,119.0
2018-05-08,2018,5,8,103.0
2018-05-09,2018,5,9,86.0
2018-05-10,2018,5,10,78.0
2018-05-11,2018,5,11,75.0
2018-05-12,2018,5,12,73.0
2018-05-13,2018,5,13,86.0
2018-05-14,2018,5,14,112.0
2018-05-15,2018,5,15,108.0
2018-05-16,2018,5,16,101.0
2018-05-17,2018,5,17,93.0
2018-05-18,2018,5,18,80.0
2018-05-19,2018,5,19,85.0
2018-05-20,2018,5,20,88.0
2018-05-21,2018,5,21,90.0
2018-05-22,2018,5,22,88.0
2018-05-23,2018,5,23,79.0
2018-05-24,2018,5,24,66.0
2018-05-25,2018,5,25,54.0
2018-05-26,2018,5,26,42.0
2018-05-27,2018,5,27,34.0
2018-05-28,2018,5,28,71.0
2018-05-29,2018,5,29,93.0
2018-05-30,2018,5,30,103.0
2018-05-31,2018,5,31,105.0
2018-06-01,2018,6,1,93.0
2018-06-02,2018,6,2,95.0
2018-06-03,2018,6,3,102.0
2018-06-04,2018,6,4,107.0
2018-06-05,2018,6,5,115.0
2018-06-06,2018,6,6,121.0
2018-06-07,2018,6,7,95.0
2018-06-08,2018,6,8,66.0
2018-06-09,2018,6,9,50.0
2018-06-10,2018,6,10,40.0
2018-06-11,2018,6,11,47.0
2018-06-12,2018,6,12,61.0
2018-06-13,2018,6,13,62.0
2018-06-14,2018,6,14,58.0
2018-06-15,2018,6,15,58.0
2018-06-16,2018,6,16,70.0
2018-06-17,2018,6,17,98.0
2018-06-18,2018,6,18,134.0
2018-06-19,2018,6,19,133.0
2018-06-20,2018,6,20,125.0
2018-06-21,2018,6,21,129.0
2018-06-22,2018,6,22,121.0
2018-06-23,2018,6,23,94.0
2018-06-24,2018,6,24,78.0
2018-06-25,2018,6,25,75.0
2018-06-26,2018,6,26,87.0
2018-06-27,2018,6,27,104.0
2018-06-28,2018,6,28,146.0
2018-06-29,2018,6,29,159.0
2018-06-30,2018,6,30,150.0
2018-07-01,2018,7,1,125.0
2018-07-02,2018,7,2,101.0
2018-07-03,2018,7,3,78.0
2018-07-04,2018,7,4,64.0
2018-07-05,2018,7,5,49.0
2018-07-06,2018,7,6,40.0
2018-07-07,2018,7,7,36.0
2018-07-08,2018,7,8,37.0
2018-07-09,2018,7,9,49.0
2018-07-10,2018,7,10,107.0
2018-07-11,2018,7,11,170.0
2018-07-12,2018,7,12,201.0
2018-07-13,2018,7,13,207.0
2018-07-14,2018,7,14,221.0
2018-07-15,2018,7,15,275.0
2018-07-16,2018,7,16,318.0
2018-07-17,2018,7,17,343.0
2018-07-18,2018,7,18,380.0
2018-07-19,2018,7,19,421.0
2018-07-20,2018,7,20,481.0
2018-07-21,2018,7,21,536.0
2018-07-22,2018,7,22,614.0
2018-07-23,2018,7,23,623.0
2018-07-24,2018,7,24,617.0
2018-07-25,2018,7,25,594.0
2018-07-26,2018,7,26,569.0
2018-07-27,2018,7,27,562.0
2018-07-28,2018,7,28,584.0
2018-07-29,2018,7,29,593.0
2018-07-30,2018,7,30,606.0
2018-07-31,2018,7,31,594.0
2018-08-01,2018,8,1,585.0
2018-08-02,2018,8,2,570.0
2018-08-03,2018,8,3,554.0
2018-08-04,2018,8,4,529.0
2018-08-05,2018,8,5,512.0
2018-08-06,2018,8,6,485.0
2018-08-07,2018,8,7,457.0
2018-08-08,2018,8,8,438.0
2018-08-09,2018,8,9,418.0
2018-08-10,2018,8,10,397.0
2018-08-11,2018,8,11,374.0
2018-08-12,2018,8,12,354.0
2018-08-13,2018,8,13,350.0
2018-08-14,2018,8,14,342.0
2018-08-15,2018,8,15,334.0
2018-08-16,2018,8,16,334.0
2018-08-17,2018,8,17,346.0
2018-08-18,2018,8,18,380.0
2018-08-19,2018,8,19,388.0
2018-08-20,2018,8,20,370.0
2018-08-21,2018,8,21,341.0
2018-08-22,2018,8,22,312.0
2018-08-23,2018,8,23,286.0
2018-08-24,2018,8,24,262.0
2018-08-25,2018,8,25,242.0
2018-08-26,2018,8,26,225.0
2018-08-27,2018,8,27,202.0
2018-08-28,2018,8,28,191.0
2018-08-29,2018,8,29,264.0
2018-08-30,2018,8,30,352.0
2018-08-31,2018,8,31,446.0
2018-09-01,2018,9,1,470.0
2018-09-02,2018,9,2,463.0
2018-09-03,2018,9,3,461.0
2018-09-04,2018,9,4,464.0
2018-09-05,2018,9,5,449.0
2018-09-06,2018,9,6,417.0
2018-09-07,2018,9,7,394.0
2018-09-08,2018,9,8,368.0
2018-09-09,2018,9,9,343.0
2018-09-10,2018,9,10,319.0
2018-09-11,2018,9,11,293.0
2018-09-12,2018,9,12,265.0
2018-09-13,2018,9,13,240.0
2018-09-14,2018,9,14,219.0
2018-09-15,2018,9,15,200.0
2018-09-16,2018,9,16,184.0
2018-09-17,2018,9,17,165.0
2018-09-18,2018,9,18,167.0
2018-09-19,2018,9,19,204.0
2018-09-20,2018,9,20,228.0
2018-09-21,2018,9,21,220.0
2018-09-22,2018,9,22,200.0
2018-09-23,2018,9,23,178.0
2018-09-24,2018,9,24,160.0
2018-09-25,2018,9,25,143.0
2018-09-26,2018,9,26,130.0
2018-09-27,2018,9,27,131.0
2018-09-28,2018,9,28,136.0
2018-09-29,2018,9,29,155.0
2018-09-30,2018,9,30,158.0
2018-10-01,2018,10,1,152.0
2018-10-02,2018,10,2,146.0
2018-10-03,2018,10,3,145.0
2018-10-04,2018,10,4,139.0
2018-10-05,2018,10,5,133.0
2018-10-06,2018,10,6,122.0
2018-10-07,2018,10,7,113.0
2018-10-08,2018,10,8,100.0
2018-10-09,2018,10,9,89.0
2018-10-10,2018,10,10,84.0
2018-10-11,2018,10,11,75.0
2018-10-12,2018,10,12,76.0
2018-10-13,2018,10,13,87.0
2018-10-14,2018,10,14,99.0
2018-10-15,2018,10,15,101.0
2018-10-16,2018,10,16,97.0
2018-10-17,2018,10,17,93.0
2018-10-18,2018,10,18,93.0
2018-10-19,2018,10,19,93.0
2018-10-20,2018,10,20,101.0
2018-10-21,2018,10,21,117.0
2018-10-22,2018,10,22,112.0
2018-10-23,2018,10,23,189.0
2018-10-24,2018,10,24,270.0
2018-10-25,2018,10,25,280.0
2018-10-26,2018,10,26,266.0
2018-10-27,2018,10,27,247.0
2018-10-28,2018,10,28,233.0
2018-10-29,2018,10,29,214.0
2018-10-30,2018,10,30,198.0
2018-10-31,2018,10,31,179.0
2018-11-01,2018,11,1,160.0
2018-11-02,2018,11,2,145.0
2018-11-03,2018,11,3,136.0
2018-11-04,2018,11,4,124.0
2018-11-05,2018,11,5,107.0
2018-11-06,2018,11,6,90.0
2018-11-07,2018,11,7,81.0
2018-11-08,2018,11,8,80.0
2018-11-09,2018,11,9,79.0
2018-11-10,2018,11,10,76.0
2018-11-11,2018,11,11,80.0
2018-11-12,2018,11,12,85.0
2018-11-13,2018,11,13,93.0
2018-11-14,2018,11,14,98.0
2018-11-15,2018,11,15,101.0
2018-11-16,2018,11,16,100.0
2018-11-17,2018,11,17,93.0
2018-11-18,2018,11,18,84.0
2018-11-19,2018,11,19,76.0
2018-11-20,2018,11,20,69.0
2018-11-21,2018,11,21,60.0
2018-11-22,2018,11,22,70.0
2018-11-23,2018,11,23,74.0
2018-11-24,2018,11,24,78.0
2018-11-25,2018,11,25,80.0
2018-11-26,2018,11,26,84.0
2018-11-27,2018,11,27,89.0
2018-11-28,2018,11,28,91.0
2018-11-29,2018,11,29,89.0
2018-11-30,2018,11,30,88.0
2018-12-01,2018,12,1,87.0
2018-12-02,2018,12,2,81.0
2018-12-03,2018,12,3,67.0
2018-12-04,2018,12,4,50.0
2018-12-05,2018,12,5,41.0
2018-12-06,2018,12,6,48.0
2018-12-07,2018,12,7,57.0
2018-12-08,2018,12,8,67.0
2018-12-09,2018,12,9,72.0
2018-12-10,2018,12,10,82.0
2018-12-11,2018,12,11,84.0
2018-12-12,2018,12,12,79.0
2018-12-13,2018,12,13,80.0
2018-12-14,2018,12,14,82.0
2018-12-15,2018,12,15,86.0
2018-12-16,2018,12,16,78.0
2018-12-17,2018,12,17,63.0
2018-12-18,2018,12,18,47.0
2018-12-19,2018,12,19,43.0
2018-12-20,2018,12,20,45.0
2018-12-21,2018,12,21,45.0
2018-12-22,2018,12,22,46.0
2018-12-23,2018,12,23,51.0
2018-12-24,2018,12,24,58.0
2018-12-25,2018,12,25,66.0
2018-12-26,2018,12,26,74.0
2018-12-27,2018,12,27,74.0
2018-12-28,2018,12,28,71.0
2018-12-29,2018,12,29,71.0
2018-12-30,2018,12,30,69.0
2018-12-31,2018,12,31,55.0
2019-01-01,2019,1,1,46.0
2019-01-02,2019,1,2,52.0
2019-01-03,2019,1,3,66.0
2019-01-04,2019,1,4,70.0
2019-01-05,2019,1,5,64.0
2019-01-06,2019,1,6,58.0
2019-01-07,2019,1,7,55.0
2019-01-08,2019,1,8,56.0
2019-01-09,2019,1,9,58.0
2019-01-10,2019,1,10,57.0
2019-01-11,2019,1,11,54.0
2019-01-12,2019,1,12,52.0
2019-01-13,2019,1,13,46.0
2019-01-14,2019,1,14,41.0
2019-01-15,2019,1,15,38.0
2019-01-16,2019,1,16,28.0
2019-01-17,2019,1,17,25.0
2019-01-18,2019,1,18,33.0
2019-01-19,2019,1,19,40.0
2019-01-20,2019,1,20,47.0
2019-01-21,2019,1,21,57.0
2019-01-22,2019,1,22,58.0
2019-01-23,2019,1,23,67.0
2019-01-24,2019,1,24,73.0
2019-01-25,2019,1,25,74.0
2019-01-26,2019,1,26,65.0
2019-01-27,2019,1,27,61.0
2019-01-28,2019,1,28,57.0
2019-01-29,2019,1,29,54.0
2019-01-30,2019,1,30,59.0
2019-01-31,2019,1,31,58.0
2019-02-01,2019,2,1,59.0
2019-02-02,2019,2,2,64.0
2019-02-03,2019,2,3,75.0
2019-02-04,2019,2,4,76.0
2019-02-05,2019,2,5,71.0
2019-02-06,2019,2,6,69.0
2019-02-07,2019,2,7,71.0
2019-02-08,2019,2,8,64.0
2019-02-09,2019,2,9,43.0
2019-02-10,2019,2,10,38.0
2019-02-11,2019,2,11,43.0
2019-02-12,2019,2,12,38.0
2019-02-13,2019,2,13,39.0
2019-02-14,2019,2,14,44.0
2019-02-15,2019,2,15,54.0
